nom_adjudicatari,nif,nombre_contractes,total_import_iva_inclos
JOSE MARIA BAÑO LEON ABOGADOS,B84619824,1,16940.0
JOSEP G. & MARTÍ R.,B64832371,1,6001.6
"JSS ENGINYERIA I ARQUITECTURA,",B60845492,1,6497.7
JUAN ANTONIO VELASCO SL,B60581949,1,2541.25
"JUAN CORTIADA, SA",A58139221,3,1136.18
"JUEGOS KOMPAN,S.A.",A58178161,2,16218.6
"JUMP 2001, S.L.",B62807524,1,2214.3
JUNAN SERVEIS SOLIDARIS SL,B66772013,1,486.2
"KAIDEL MASTER, S.L.",B66337908,11,8372.369999999999
KAISER KRAFT SA,A58649351,2,2040.3600000000001
KAPSCH TRAFFICCOM TRANSPORTATI,A78107349,5,5560689.97
"KEBLAR SOLUTIONS, S.L.",B65033433,7,1524.6
KHIMERA COMUNICACIO MEDIACIO S,B66626425,2,25289.0
KILOENERGIA GRUPS ELECTROG. SE,B65612798,1,2973.33
KINOTHEQUE SC,J66921354,1,4235.0
KNOCK BRAND DESING SL,B65915522,1,18089.5
KNOWLEDGE CONTROL SOLUTIONS SL,B64094634,1,5808.0
KNOWLEDGE SHARING NETWORK SL,B66489790,2,35676.85
KOLN STUDIO SL,B88057401,2,5808.0
"KONECTA BTO, SL",B62916077,1,3057040.8
KOP DE MÀ BAR SCCL,F66136656,1,259.6
KPMG ASESORES SL,B82498650,6,1253608.56
"KTRING DE LA PEPI, S.L.",B67401539,1,2392.5
KUBUS INFORMATIESYSTEMEN B.V.,811789500B01,1,3630.0
KULTURA IDEAS ESTRATEGIAS PATR,B63124523,1,17303.0
KUORUM SOCIAL SL,B86761459,1,18001.78
"L' OLIVERA, S.C.C.L.",F25014176,1,630.75
"L.D.,EMPRESA LIMPIEZA Y DESINF",A08426108,1,1252.35
L´ARADA CREATIVITAT SOCIAL SCC,F25628579,1,13601.0
"LA BRUIXA, NETEGES GRALS I MAN",B61399408,1,531.19
"LA CAIXA D'EINES, SL",B64624034,1,116.1
LA CANIBAL SCCL,F66133679,1,544.5
"LA CIUTAT INVISIBLE, SCCL",F63851430,1,181.5
LA CLARA COMUNICACIO SCCL,F67079111,2,15869.150000000001
LA CYCA Projects & Services,B63876494,2,13441.900000000001
"LA DIRECTA, SCCL",F66807058,5,400.0
LA FABRICA@ SCCL,F66077611,1,2178.0
LA FACTORIA DELS ANUNCIS SLU,B62336136,5,35688.5
LA HISPANO IGUALADINA SL,B27383454,1,154.0
"LA LLAUNA, S.C.C.L.",F58184201,2,17487.03
LA MANDARINA DE NEWTON SL,B65290751,1,6019.75
LA MIRANDA CASAL DEL BARRI,G59874479,2,6000.8
"LA PAGE ORIGINAL, S.L.",B61119681,5,24270.179999999997
LA PAPARRA S.C.C.L.,F63065593,1,484.0
LA PAU SCCL,F08828493,10,53731.05
LA PERA COMUNICACIÓ SCCL,F67289058,1,17182.0
"LA POLIFACETICA, SL",B65426488,1,15609.0
LA PROSPERITAT CULTURA EN ACCI,G64781123,1,2591.1
"LA SELVA. ECOSISTEMA CREATIU,",F67296624,1,1435.06
LA TAULA SCCL,F60611977,1,3210.86
LA TEMPESTA COOPERATIVA SCCL,F67588004,4,3484.58
LA TREMENDA SCCL,F67156497,1,4186.6
"LA UTOMICA, S.C.C.L.",F05416656,3,53771.92
LA VANGUARDIA EDICIONES S.L.,B61475257,1,25898.81
LABORATORI DR. F.ECHEVARNE ANA,A08829848,2,17511.13
"LABORATORIDART, S.L.",B66212093,1,48395.7
LABORATORIO ARAGO,B08651481,2,1590.3400000000001
LACOL SCCL,F66248154,1,11192.5
LAERDAL MEDICAL AS,W0281641A,1,450.67
LAGROC SOLUTIONS SOCIEDAD LIMI,B67166413,2,11579.7
LAMBDA NORTE S.L.,B84447366,1,17847.5
LANACCESS TELECOM SA,A48839435,2,4871.42
LAND LAB LABORATORIO DE PAISAJ,B85286268,1,17605.5
LANDEM PROJECT MANAGEMENT SL,B67215038,8,73555.45999999999
"L'APOSTROF, SCCL",F61292181,3,111305.48
L'ARC TALLER MUSICA FUNDACIÓ P,G60073186,1,1080.0
"LAUDARE, S.A.",A58847179,3,3876.98
"LAVERT, PROJECTES CULTURALS, S",B63668511,1,18089.5
LAVOLA 1981 SAU,A58635269,6,156114.19999999998
LEAN FOCUS S.L,B64425606,1,5000.0
"LEAN RESEARCH, SL",B02672715,1,14386.9
LEGAL PLANNING SL,B85653350,1,1020.42
"LEGAL STRENGTHS,SL",B64972888,3,48130.78
"LEICA GEOSYSTEMS, SL",B61395497,1,844.82
LEKU STUDIO  SLP,B67346841,2,21840.5
LES CORTS SOM POBLE,G65030165,1,600.0
"L'ESBERLA, SCCL",F65950149,1,9607.4
L'ESPECTACLERIA SL,B66048034,11,533193.1599999999
LETTERS INSTALACIONES BARCELON,B66359886,7,4825.36
"LGAI TECHNOLOGICAL CENTER, SA",A63207492,1,79772.88
"LIBRA BIENES RAICES, SL",B62533450,1,17684.15
LIBRERIA LA JURIDICA S.L.,B62473780,19,7671.640000000001
"LIDEROU, SL",B17443136,1,422.4
LIMINVEC 2019 SL,B67619064,2,50000.0
LIMPIEZAS DEYSE SL,B08383085,1,48006.75
LIMPIEZAS RODRIGUEZ VALLES ORI,B67098020,1,18089.5
"LINDYHOP, S.L. (EN CONSTITUCIO",B66221326,1,726.0
LINEAS Y MONTAJES ELECTRICOS Y,A58634320,1,15533.98
LINGUASERVE INTERNACIONALIZ. S,A82615972,56,1049993.2
LINNEX TECHNOLOGY SL,B65750796,6,3090.4700000000003
"LIQUID MATHS, S.L.",B67203620,1,17908.0
LITE SOLUTIONS SL,B65551533,1,17908.0
LIZARDTECH ESPAÑA SLU,B17775180,1,9982.5
LLIBRERIA AL.LOTS SL,B60262417,1,340.52
"LLIBRERIA ANGLESA, SL",B64112527,2,463.7
LLOGUER DE PIANOS DE CONCERT S,B61537775,1,586.85
"LLOP GESTIO ESPORTIVA, SL",B62538228,2,124335.89
LLUÏSOS D' HORTA,G08768368,1,10999.99
LOGICA SERVICIOS GLOBALES DE,B63960942,1,5916.9
LOGINFAR SLU,B61265237,1,3900.0
LOGISDOC SERVEIS INTEGRALS S.L,B66033150,7,139269.59999999998
"LOGO TAMP, SL",B61399275,1,883.3
LOGOMAT SL,B60548252,2,1869.3799999999999
LOKIMICA SA,A03063963,5,39318.950000000004
L'ORTIGA COOP.AGRICULTURA ECOL,F66307489,2,18243.09
LOSOM S.L.,B66631664,1,1863.4
"LOST SIMETRY, S.L.",B14602403,2,234.74
LOVELYMAPS S.L.U.,B66855792,1,18089.5
"LUDIC 3, S.C.C.L.",F60475902,6,59455.729999999996
"LUKIMEDIA, SL",B65392706,1,2330.16
"LYRECO ESPAÑA, S.A.",A79206223,6,755.87
"M. I J. GRUAS, S.A.",A25031576,4,195456.19
"M.M. BARCELONA, S.L. -MARC MAR",B60001013,1,2847.13
"MABEL THE GRANJA, S.L",B66488024,7,1773.21
MAC UNIFORMES SL,B66545963,1,302.02
MACBA,Q5856181B,1,2096.33
"MADISON SOLUTIONS, S.L.",B66487075,9,24778.04
MAEN SYSTEM SL,B64971237,1,2904.0
MAESSA,A28500932,1,9768.09
MAG POTA PRODUCCIONS SL,B65139487,1,800.0
MAGMACULTURA SL,B61949764,2,107148.79
"MAILTECK, S.A.",A31501901,8,42838.0
MAJOREL TRIA SLU,B83919506,1,9692612.76
"MAKING MOVIES FILMS & DOCS, S.",B05364088,1,3630.0
"MALLOL TRADUCTORS ASSOCIATS, S",B63656037,5,26279.69
MAMVO PERFORMANCE S.L.,B81440810,1,14215.08
"MANANTIAL DE SALUD, S.L.",B61473120,4,640.3299999999999
MANNERS CONGRESOS SL,B60492089,1,18029.0
MANNERS TRADUCCIONS SL,B63414734,2,12357.609999999999
MANSER INSTALACIONES Y SERVICI,B58591835,5,1885.79
MANTENIMIENTO INTEGRAL DE HOST,F60349321,6,779.86
MANUAL SCCL,F62133160,1,1815.0
MANUFACTURA POLITENO SL,B08863532,9,26613.890000000003
MANUSA DOOR SYSTEMS SL,B61579348,1,6043.95
MAQUINARIA ARTES GRAFICAS HART,B08140287,4,833.33
MAQUINAS COPIADORAS COPY-SERVI,B62756424,2,442.01
MARCS ARIAS S.L.,B08762767,6,741.5799999999999
MARE DÉU MONTSERRAT I ENTORNS,G67264879,2,1800.0
MARIN PARTNERS STUDIO SLU,B67493437,1,284.57
MARINA BCN DISTRIBUCIONS SL,B59737882,4,618.8
"MARINER 3S ESPAÑA, SL",B62062575,1,971.17
"MARINVA SERVEIS I PROJECTES, S",B60921723,1,17787.0
MARKET AAD INVESTIGACIONS DE M,B60980414,1,109807.5
MARSAL EQUIPOS NAUTICOS,B66506940,1,872.17
"MARSH RISK CONSULTING, SL",B48527485,1,16335.0
"MARSH SA, MEDIADORES DE SEGURO",A81332322,3,96922.73999999999
MARZA S.L.,B12007456,1,7700.1
MAS RETINA,G67252155,1,3585.0
MASIA  CAN MAYOL SL,B59915249,1,1481.04
MASPUBLICO S.COOP.,F86598521,2,910.03
MASSACHS OBRES I PAISATGE SLU,B17245093,1,47893.26
MASSIVE AUDIO SL,B65197121,1,1445.95
MASTER COLD SRL,B60409281,1,71180.5
MASTER PLAN SL,B61066395,1,17998.75
"MATTERS ARQUITECTURA, S.L.P.",B66409970,1,17545.0
"MAUD GRAN FORMAT, SL",B61733937,2,22346.239999999998
"MCM PROJECTES I SERVEIS, S.A.",A61424917,1,11044.07
"MCRIT, S. L.",B58677428,1,17847.5
"MCV, S.A.",A08795544,1,3010.72
"MECALUX, S.A.",A08244998,1,3258.53
MECANIZADOS ALBERTO S.L,B66684408,1,895.4
"MEDIA EUROPA, SL",B59864355,1,14338.5
MEDIA MARKT ONLINE SAU,A64421738,3,6672.389999999999
MEDIRFLASH SL,B63062046,1,5445.0
MEGA FORTRIS IBERICA S.L.,B42930610,1,6048.79
MEGAFONIAS VALLBONA SL,B62316211,1,6630.8
MEINSA SISTEMAS SL,B60841202,1,18143.95
MEL.EDUCACIO AMBIENTAL,G66148271,1,314.6
MENJADOR CA LA ROSA SCCL,F66502881,1,1001.0
"MERCURY BARCELONA, SL",B60838216,2,990.99
"META ENGINEERING, S.A",A08646226,6,384972.6
METALCO SA,A08066896,3,14208.15
"METALUNDIA, S.L.",B18592139,34,71084.74000000002
"METEOSIM, S.L.",B63225817,1,5989.5
METRICS VISIO CONSULTING SL,B64831647,2,13679.05
METROPOLITANA DE OBRAS Y PROYE,B63191639,1,70955.78
MEVA 369 OBRES I SERVEIS SL,B02753366,1,5832.67
MEWA SERVICIO TEXTIL SL,B31659402,11,1014.0099999999999
MH INDUSTRIAS,B64570567,1,8631.8
MIATEC INNOVA SL,B62792783,11,153521.24
"MIJOMI, SCCL",F62154968,1,24832.99
MILMEX TRADE SL,B66132176,4,130020.20999999999
"MIMAJOCS, S.L.",B62753785,1,968.0
"MINUARTIA ESTUDIS AMBIENTALS,",B58928656,1,17666.0
"MIRABENT I PAGES ASSOCIATS, S.",B62998315,2,36058.0
MIRADA GRANJA SL,B67123018,1,1452.0
"MIRALLES & SERRA ASSESSORS, S.",B63584247,2,123541.96
MIX METAL·LIC SCP,J64794548,1,6036.69
"MOBILE FOR YOU, SL",B65463515,2,176567.8
MOBIMETAL SCP,J65845331,1,21554.03
MOLA TV SL,B63247134,1,14838.23
MOLINS ADVOCATS DEFENSA PENAL,B62565734,1,363000.0
"MOMENTUM GABINET D'ENGINYERIA,",B64757131,1,4000.0
MOMENTUM LAB S.L,B66621061,2,31467.52
MON ECOLÒGIC SL,B60733797,3,1816.21
"MON RECLAM, S.L.",B62742010,1,124.63
"MONCOBRA, S.A.",A78990413,1,12972.75
MONICA VILA ARQUITECTURA & PRO,B66527946,1,5929.0
MONREGRAF 2018 SL,B67189803,1,769.02
"MONTALGLASS, SL",B63560965,1,46839.68
MONTCRUMA SL,B65922726,1,70885.3
"MONTSE INTERIORS, S.L.",B62752837,2,3596.73
MOQUETAS EN FERIAS SL,B64366826,1,2420.0
MOR ARQUITECTURA TECNICA SL.,B64033228,4,27624.3
MORALES Y MARCILLAS S.L.,B61266060,13,3011.39
MORESQUARED SL,B66254335,3,22417.670000000002
MORIMBAUI SL,B66362922,1,18029.0
MOTIVE DISSENY I COMUNICACIO S,B65216194,1,605.0
"MOTOCARD BIKE, SL",B61643540,3,52899.659999999996
"MOTOR LLANSA,S.L.",B08156127,1,377.24
MOTORES AUTOMO.VEHÍCULOS INDUS,A08184673,1,227.5
MOTUM TECHNOLOGIES SL,B67214759,1,17605.5
movilpack nueva generacion de,B60258043,1,109794.38
MOYANO SA,A58368796,1,1815.0
MUDANZAS Y TRANSPORTES BARRIOS,B63213136,3,3025.0
"MUJERES PA'LANTE, SCCL",F67220889,2,921.75
MÜLLER MARTINI IBÉRICA SA,A08183667,1,293.43
"MULTISERVEIS NDAVANT, SL",B60579240,2,175120.5
MUNTATGES INSTAL-LLUMS SL,B60736485,1,39897.96
"MUNTATGES MOBILS, SL",B58603820,1,18033.6
MUSEAL SCP,J66947342,1,30448.74
MUSICS DE CATALUNYA SCCL,F17678640,5,1573.0
MUSSOL ANG SL,B63790893,22,1377.98
MUSTRAMIT SL,B55029177,1,242.0
N54 PRODUCCCIONS,B64693294,3,704808.54
NABLABCN STUDIO SCP,J67436410,1,14096.5
NACAR ESTUDIO SL,B64356355,1,1415.7
"NAD 103, SL",B66018359,2,12335.95
NAïFAR SCCL,F62064365,1,467.76
NATURALEA CONSERVACIÓ S.L.,B61014312,3,143467.62
NATURGY IBERIA SA,A08431090,1,6050.0
NAVARROFLOR S.L.,B61407557,28,4400.8
NEGRETES I CURSIVES S.C.P.,J67200899,1,3206.5
NEITH BP CONSULTING S.L.,B67022277,1,18089.5
"NEODAL GLOBAL SERVICES, SL",B66216821,1,237.12
"NETEGRAF, SL",B61023669,1,17917.68
NETEJA I MANT. D'EDIFICIS I IN,B65727190,1,4701.0
NEU AL CARRER COOP. V,F98987597,1,242.0
"NEURAL LABS, SL",B63958045,1,12583.9
"NEW CARSI GROUP, SL",B65777617,2,59410.119999999995
NEW LINE 2000 SA,A78470820,1,14999.13
NEWNO LA AGENCIA END TO END SL,B42977611,1,4731.1
NEXA EQUIPAMIENTO SL,B84934959,5,39884.91
NEXEA GESTION DOCUMENTAL SA,A82413113,1,3645.5
"NEXES INTERCULTURALS, SCCL",F62235676,1,4356.0
NITIDA CLEANING & HEALTH SA,A97362677,1,14997.43
"NIVEL 7 SEGURIDAD, S.L.",B58104027,9,5408.8099999999995
NIVELL PUBLICITARI DIGITAL SL,B64251366,3,4440.7
NOGALES BARCELONA SL,B59979310,1,29040.0
NORCAN HISPANICA SAU,A60261492,1,745.97
NORDESTE SERVIC. INTEGRALES 20,B65631962,7,86326.94999999998
NOTHINGAD COMUNICACIÓ S.L,B64673130,5,778000.0
NOU RENTAT POBLENOU SCP,J66201658,4,183598.14
NOUPRINT SERVEI GRAFIC INTEGRA,B63019483,1,1524.75
NOVANAUTICA SL,B59857367,1,18149.99
NOVAPOX S.L.,B61335758,2,20268.07
"NOVASTIL, S.L.",B66773904,1,47420.44
"NOVOTEC CONSULTORES, S.A.",A78068202,1,223929.29
"NTT DATA SPAIN, S.L.U.",B82387770,3,34364.0
"NUBILUM, SL",B66011594,3,37812.5
"NUESTRA CIUDAD, SL",B66776097,1,4143.04
NUS PROCESSOS SOCIALS I CREATI,F67026658,3,46330.6
"NUTRITION & SANTE IBERIA, SL",B63175715,4,7077.8
O TEMPO VOA ASSOCIACIO,G65524373,1,302.5
OBC CONSORCI DE L'AUDITORI I O,Q5856358F,2,3630.0
"OBELISCO TROFEOS, S.L.",B08952368,7,2270.45
OBERTAMENT ASSOCIACIO CATALANA,G65472011,1,12100.0
OBRADOR D'HISTORIES-ASS DIFUSI,G66155391,2,4501.2
"OBRASCON HUARTE LAIN, S.A.",A48010573,1,45915.22
"OBRES I CONTRACTES PENTA, S.A.",A60514643,9,6446935.089999999
OBRES I PROJECTES CATALUNYA SL,B63182331,10,468251.31
OBRES I SERVEIS ROIG SA,A08743098,3,141316.39
OBRES MAVIC SL,B66856972,1,13708.24
OBSERVATORI CONTRA L'HOMOFOBIA,G66584376,1,40.0
OCLC B.V.,817833092B01,2,16324.72
ODOURNET S.L,B62461157,1,4235.0
OFFICAT SUMINISTROS PARA LA OF,B64053697,1,5932.09
"OFFICE24SOLUTIONS, SL",B64065519,10,1861.45
"OGILVYONE WORLDWIDE, S.A.",A08301731,2,36177.79
OH LA LA COMUNICACIO SC,J65333122,1,3630.0
OLIVERAS CAUSSA I ASSOCIATS SL,B61775490,1,18077.4
OLPRIM INGENIERIA Y SERVICIOS,A52502523,5,796887.9199999999
"OMENA TECHNOLOGIES, S.L.U.",B66846619,2,171699.0
ON EN MARCHA SEGURIDAD Y VIGIL,B64345150,5,147029.46
ON PLUS INTEGRACION SERVICIOS,B65925711,1,17969.35
ONDARA ARQUITECTURA SLP,B67275834,1,4114.0
ONE PRODUCCIONS AUDIOVISUALS S,B65007601,2,7036.85
ONE TANDEM SL,B67186353,1,16940.0
"ONE TRUST - PRIVACY, SECURITY",4156317,1,2541.0
OPCIONS DE CONSUM RESPONSABLE,F61709853,1,350.02
"OPEN MET, SL",B63350482,1,61080.8
OPENPRINT S.L.,B64835937,2,3648.31
"OPENTRENDS SOL. I SISTEMES, S.",B63446470,1,17817.25
OPINOMETRE SL,B60003159,8,316420.0
OPSIA,B60062734,2,3206.5
OPTIMAS 2012 S.L,B65878688,1,9600.0
"OPTIMPEOPLE,SL",B67585539,1,15660.0
"ORCROM METALL DETECTORS, S.L.",B63594345,1,302.5
ORDEIC PROJECTES I CONSULTORIA,B66910241,1,18029.0
ORGANIC COFFEE SERVICES SL,B67343996,2,173.09
ORGANIZACION NACIONAL CIEGOS D,Q2866004A,1,4961.0
ORH GRUPO EDITORIAL CONOCIMIEN,B85538965,1,218.4
ORION DERRIBOS SL,B64353170,2,78045.0
OSERMA 1992 OBRAS Y SERVICIOS,B60009602,8,834979.3899999999
"OSMOTEK SYSTEMS, SOCIEDAD LIMI",B66498239,1,1135.39
"OTP SERVEIS D'ENGINYERIA, SL",B61679452,5,11761.970000000001
OVERLIM SA,A08724635,4,1423.35
"PALOU MARCS, S.L.",B59734426,6,695.36
PANDORA: RECURS IGUAL I NO DIS,G63770804,1,14671.78
"PANORAM 2006, S.L.",B25607532,1,42592.0
PAPERERIA JJ PUY SL,B61613451,7,3117.1
PAPSA INFRAESTRUCTURAS SA,A25325416,1,47192.5
PARQUES Y JARDINES FABREGASS.A,A58574526,4,59178.05
PARRODA S.L.U,B42969840,1,17787.0
PARTIES CATERING S.L.,B59358010,1,1144.0
PASSARVIA EMPRESA D'INSERCIÓ S,B63060651,1,17914.05
PASTELERIA LEMERCIER - SANTA C,B06842165,1,25.54
PASTISSERIES FAIXAT SL,B08434250,28,46272.43999999998
"PATH ELECTRONIC, SL",B67433813,2,36145.36
PAUL LLAR DE PAU COMPAÑIA HIJA,R5800615F,47,159466.58
PAUTA MEDIA SL,B64869670,1,7695.6
PAUTA SEÑALETICA Y ARQUITECTUR,B61404455,3,3741.0
PAVIMENTS CANIGO SA,A08337586,2,28448.32
PAY BY CALL SL,B87093035,1,148482.78
"PCE GROUP IBERICA, SL",B02363497,1,11089.41
PCG ARQUITECTURA E INGENIERIA,B61573044,1,5445.0
"PEDRO FACI, SA",A50010685,3,63107.55
"PEGASUS REPAIRS & SUPRELIES, S",B90188590,2,3424.12
"PEGI ENGINEERING, S.L.P.",B64902737,3,29027.9
PENCIL ILUSTRADORES SL,B47635271,3,7260.0
PENINSULA CORPORATE INNOVATION,B66585613,1,496605.34
"PENNY WISE, SL",B61122263,1,1677.06
PENSFROMBCN SL,B67423954,1,2260.64
PENYA BARCELONISTA BARCINO,G59411066,1,77000.0
PEONA I PEO CLUB D'ESCACS,G63165708,1,2028.0
"PER COR-TINA, SL",B60774411,1,197.23
PERES SPORT S.L.,B61721643,1,58.08
PESCADILLA SA,A58088535,1,385.88
PETIT COMITE DEL DISSENY SL,B62773908,1,4162.4
"PEXAMAMIA,SL",B60209673,1,18148.79
PHILIPS IBERICA SA,A28017143,1,117078.39
PICTOGRAFIC COMUNICACIO VISUAL,B67242164,4,1263.59
"PIDISCAT, SL",B61700381,1,768.47
PIERA & GIMÉNEZ SLP,B62153689,3,7797.219999999999
PIMPAMPUM SCP,J64427214,4,19293.449999999997
PIPER LOGIC SL,B62752019,4,1694.7700000000002
"PIROTECNIA IGUAL,S.A.",A08623928,1,9438.0
PIROTECNIA PABLO SL,B33345752,1,4591.95
PIXTIN SCP,J65823213,1,968.0
PJS IMPRESSIONS SL,B67544965,2,6939.35
PLANICER SL,B58075946,3,66120.45000000001
PLANNING GENERAL DE ESPECTACUL,B59144824,2,20144.08
PLATAFORMA CONTRA VIOLÈNCIES G,G63627418,1,150.0
PLATAFORMA D'ENTITATS DE ROQUE,V64454309,2,23998.0
"PLATO OBERT DE PRODUCCIONS, S.",B64517386,5,5989.5
PLAYERS SPORT I GESTIO SL,B61949111,1,1306.8
PLAYGROUND COMUNICACION SL,B64833999,1,680000.01
"PLAZA FARMALOGIC, S.L.",B99311219,3,2447.82
PLUS ARTS ORGANIZACION DE EVEN,B67217877,1,1028.5
PMC GRUP 1985 SA,A58093816,408,209585.09000000008
POC3 VELODROM D'HORTA S.L. EN,B67470971,2,3718.12
PONS SEGURIDAD VIAL SL,B28505592,1,12100.0
PORCUATRO SCCL,F63544449,2,3751.0
PORTACABOT S.L.,B64692916,1,16445.0
PORTAL DERECHO S A,A82856667,1,376.48
PORTAVET SA,A25224452,6,12183.18
POSTDATA DISSENY I COMUNICACIO,B62279856,4,32851.5
"PRACTIC AUDIOVISUALS, SCCL",F04982369,2,3436.4
"PRALIBEL, S.A.",A78899929,1,5868.5
PRC INGENIERÍA INDUTRIAL SL,B66395138,3,10557.25
PRESSING IMPRESSIO DIGITAL SA,A61275202,2,37014.82
PREVENTIVA SERVICIOS Y CONTROL,B62704531,2,120270.37
PRICEWATERHOUSECOOPERS AUDITOR,B79031290,1,17545.0
"PRIMER PUNT 2015, SL",B66477282,1,2178.0
"PRIMER SEGONA PUBLICITAT, SL",B08720302,1,1869.45
PRIORI ADVOCATS SCCLP,F67219279,1,16940.0
PRISMA GABINET TOPOGRÀFIC SL,B58561366,1,568.7
PRO. LES COMES SPECIAL EVENTS,B66437088,1,1331.0
PROBIAN ANIMAL HEALTH SL,B66468810,4,16248.87
"PROCOM RETAIL, SOCIEDAD LIMITA",B67020834,3,50500.56
PRODECA BARCELONA SL,B61751095,4,48853.75
PRODIGIOSO VOLCAN SL,B86080611,2,65998.61
PRODUCCIONES  MIC   S.L,B24301871,5,81189.59999999999
PRODUCCIONES MUSICALES SIN GLU,B94180940,1,363.0
PRODUCCIONES PLANETA IMPRO SLU,B65708661,2,2178.0
PRODUCTES INDUSTRIALS DE SANEJ,B61134607,4,1071.0
"PRODUCTOS ELECTRICOS,S.L.(PROD",B08423246,4,3362.31
PRODUCTOS RALPE SL,B08664492,2,10930.11
"PROFEI, SL",B60035490,2,18330.46
PROFESSIONAL SOFTWARE SA,A78417839,1,124.8
PROGESS PROJEC.GESTIO SERVEIS,B59960526,26,8637549.979999997
PROGETIC PROJECTES SOSTENIBLES,B66447426,1,18131.85
PROJ. SOCIOAMBIENTALS ENTORNA3,B66923384,2,24564.79
PROJECTES ENG. URBANISME PAYA&,B64925977,1,7865.0
PROJECTES I MANTENIMENTS ECOVE,B62289327,2,40181.9
PROJECT-TRES ESTRATEGIAS CORP.,B65032534,1,9680.0
PROMO ASSESSORS CONSULTORS,A58706045,1,18089.5
"PROMOBAOBAB, S.L.",B63590293,1,2411.53
PROMOCIONES DIVERTIDAS SL,B65320129,1,2499.97
PROMOTORA DE SERVICIOS Y REGAL,B08986408,1,196.63
PROMOTORA TAKENON SL,B63904254,1,96793.94
PROSEGUR ESPAÑA SL,B86657640,1,2000.0
"PROSEÑAL, S.L.",B59720987,2,49089.22
PROTECCION DE PATRIMONIOS SA,A61486981,1,90057.69
"PROTERVITAS CONSULTING, SL",B62864616,2,33504.9
PROVIVIENDA,G79408696,12,77511.0
"PROY.SERV.INTEG. INSTAL. 3000,",B66080623,1,17908.0
"PUBLI BARCELONA, S.L.",B58743022,3,12177.44
PUBLICACIONES PROFESIONALES SL,B85164523,1,790.0
"PUBLICIDAD JR BARCELONA, S.L.",B66627571,2,252.89
PUBLICOLOR SA,A58376971,1,1433.85
PUBLIREM SL,B59921627,3,19598.860000000004
PUBLISERVEI SL,B59127431,34,300873.66000000003
PUBLIVALLES SERVEIS PUBLICITAR,B62608237,6,5188.59
PUBLI-VIP IMATGE I COMUNICACIO,J65990244,1,4961.0
PUÇA ESPECTACLES SL,B63715767,12,403258.3599999999
PULSO EDICIONES SL,B08621476,1,18045.94
PUNT INFORMÀTIC I CREATIU SL,B64161250,2,19271.07
Q STUDIO MANAGEMENT CONST.29 S,B67094912,2,17000.5
Q14 SERVEIS D'ARQUITECTURA SLP,B64995012,1,18143.95
Q-ESTUDI 29 ASSESSORAMENT TECN,B64404494,1,299686.14
"QIUJIN IMPORT EXPORT, SL",B55306393,1,2595.45
Q-MATIC AB,N0304389J,2,5052.99
QSL SERVEIS CULTURALS S.L.,B60641925,14,2198021.87
QUATRE POTES GOS I GAT,B66869041,8,40820.54
QUEPO SCCL,F67133058,1,9860.82
"QUERALT SUAU, SL",B05455944,1,4658.5
QUESONI SERV. INTEGR. ESPECTAC,F66683228,1,7260.0
QUIMIC CLUB RUGBY,G62868799,1,500.0
QUIN TEAM SLU,B62181409,2,61703.95
QUIRON PREVENCION SL,B64076482,4,79142.72
"QUODLIBET, SL",B64277817,1,16335.0
QUORUM CONSULTORS DE PARTICIPA,B64785611,1,1839.2
QWERTY S.C.C.L.,F62775689,1,16938.79
"R ESPINAR, SL",B58468992,2,2129.3599999999997
RADIANSA CONSULTING SL,B55008056,1,606.5
RADIO CLUB QUIXOTS INTERNACION,G58271123,2,1452.0
RAFAS SERVICIOS INMOBILIARIOS,B01844471,2,17598.24
RAIG SA,A08015117,2,401.78999999999996
RAONA ENGINYERS SL,B62996608,4,56878.770000000004
RAONS PUBLIQUES S.C.C.L.,F66462888,6,59355.94
"RAZOOM21, S.L.",B66605379,1,15478.93
"RDP & ASOCIADOS, S.L.",B63031462,1,18149.99
RE REUS TGN,B55695662,1,18140.32
REALIZACIONES PUBLICITARIAS GA,B82987819,1,15427.49
REALSER HOMES SL,B16713364,1,12070.94
REBOBINART S.L.,B66748252,1,48037.0
RECERCA I DECREIXEMENT,G65223240,1,181.5
RECERCA I DESENVOLUPAMENT EMPR,B60261815,51,1276413.75
RECOR DOCUMENTACIO SL,B66306358,1,16030.69
"RECORDAR BARCELONA, SL",B66492844,1,356.95
RE-CREA ACCIONS CULTURALS S.L,B61566279,1,9522.7
RECURSOS D'ANIMACIO INTERCULTU,G60303054,1,11461.12
RED GREEN BLUE AUDIOVISUAL SL,B65188914,3,54206.79
"REDICTEL INSTALACIONES, SL",B61813473,5,50814.17
"RED-NESS,S.L.",B60591211,1,1016.46
"REFLEXES, S.C.C.L.",F66351693,1,14300.0
REFORMAS LUAGA SLU,B62383252,1,3388.0
"REHAB EUROPA, SL",B63090393,1,14962.5
"REHATEC FAÇANES, SA",A62782347,1,48453.83
REITER SYSTEMS SA,A58473323,1,11479.27
RELLEU CULTURAL S.L.,B66987769,6,744109.2
RENTA GRUPO EDITORIAL SA,A35577873,2,760.0
RENTOKIL INITIAL ESPAÑA SA,A28767671,2,655.12
"REPRO SANTS, S.L.",B59999425,1,1200.01
"REPROGRAFIA INDUST. CATALUNYA,",B58430380,1,1432.64
"REPROMATIC, SL",B58276239,1,127.05
"REPROPAP, S.L.",B66456120,35,28021.41
