nom_adjudicatari,nif,tipus_contractes,objecte,procediment,import_adjudicacio_net_sense_iva,import_adjudicacio_iva,nombre_contractes
PASTELERIA LEMERCIER - SANTA C,B06842165,Serveis,Despeses protocol·làries de l'Àrea any 2021,Menor A Genèrica,23.22,25.54,1
PASTISSERIES FAIXAT SL,B08434250,Serveis,Atencions Protocol·làries de Direcció de Protocol,Menor A Genèrica,10636.75,11700.429999999997,25
"PATH ELECTRONIC, SL",B67433813,Serveis,Manteniment equips audiovisuals DTE03,Menor,14935.0,18071.35,1
PAUL LLAR DE PAU COMPAÑIA HIJA,R5800615F,Serveis,Acolliment Lot 1 - Abril  - FILLES,Basat en Acord Marc,922.6,922.6,1
PAUTA MEDIA SL,B64869670,Serveis,Serveis de disseny web de Turisme,Menor,6360.0,7695.6,1
PAUTA SEÑALETICA Y ARQUITECTUR,B61404455,Serveis,ACTES PUNTUALS,Menor A Genèrica,418.2,506.02,1
PAVIMENTS CANIGO SA,A08337586,Subministraments,Subministrament paviment àrea piscina Creueta Coll,Menor,14692.5,17777.93,1
PAY BY CALL SL,B87093035,Serveis,Serveis d'IVR de pagament del 010,Obert,122713.04,148482.78,1
"PCE GROUP IBERICA, SL",B02363497,Subministraments,Subministrament equips mesura de la contaminació,Menor,9164.8,11089.41,1
PCG ARQUITECTURA E INGENIERIA,B61573044,Serveis,Memòr. valorada 5 cales Raval,Menor,4500.0,5445.0,1
"PEDRO FACI, SA",A50010685,Serveis,Atencions Protocol·làries de Direcció de Protocol,Menor A Genèrica,380.0,459.8,1
"PEGASUS REPAIRS & SUPRELIES, S",B90188590,Serveis,Superv/garantia funcionament coixí rescat SPCPEIS,Menor,2783.0,3367.43,1
"PEGI ENGINEERING, S.L.P.",B64902737,Serveis,DF Obres substitució climatització OAC,Menor,4200.0,5082.0,1
PENCIL ILUSTRADORES SL,B47635271,Serveis,CESSIÓ DE DRETS  IL•LUSTRACIÓ CAMPANYA SANT JORDI,Menor,3000.0,3630.0,1
PENINSULA CORPORATE INNOVATION,B66585613,Serveis,GESTIÓ I DINAMITZACIÓ ATENEU DE FABRICACIÓ,Obert,410417.64,496605.34,1
"PENNY WISE, SL",B61122263,Serveis,"Viu Montjuïc el Parc de la Cultura, activitats",Menor A Genèrica,1386.0,1677.06,1
PENSFROMBCN SL,B67423954,Serveis,Atencions protocol·làries,Menor A Genèrica,1868.3,2260.64,1
PENYA BARCELONISTA BARCINO,G59411066,CONCESSIONS DE SERVEIS,Gestió i explotació del Camp de Futbol de l'Àliga,Restringit,77000.0,77000.0,1
PEONA I PEO CLUB D'ESCACS,G63165708,Serveis,ACTIVITATS FOMENT PRÀCTICA ESPORTIVA,Menor A Genèrica,2028.0,2028.0,1
"PER COR-TINA, SL",B60774411,Subministraments,Compra material tècnic Direcció de Protocol,Menor A Genèrica,163.0,197.23,1
PERES SPORT S.L.,B61721643,Serveis,Serv.Rep.Mat. i revisions i informes oficials GSP,Menor A Genèrica,48.0,58.08,1
PESCADILLA SA,A58088535,Serveis,Atencions protocol•làries per la Gerència Recursos,Menor A Genèrica,350.8,385.88,1
PETIT COMITE DEL DISSENY SL,B62773908,Serveis,CESSIÓ DE DRETS CREATIVITAT CAMPANYA CORPUS 2021,Menor,3440.0,4162.4,1
"PEXAMAMIA,SL",B60209673,Subministraments,Submin. Material especific Unitat Ciclista GUB,Menor,14999.0,18148.79,1
PHILIPS IBERICA SA,A28017143,Subministraments,Subm. 5 monitors desfibril.ladors per al SPCPEIS,Obert simplificat,96759.0,117078.39,1
PICTOGRAFIC COMUNICACIO VISUAL,B67242164,Serveis,ACTES PUNTUALS,Menor A Genèrica,1044.29,1263.59,4
"PIDISCAT, SL",B61700381,Subministraments,Subministrament mat. tècnic no homologat AMCB,Menor A Genèrica,635.1,768.47,1
PIERA & GIMÉNEZ SLP,B62153689,Serveis,CSS reparacions puntuals formigó Collserola,Menor,560.94,678.74,1
PIMPAMPUM SCP,J64427214,Serveis,Manteniment webs Ecologia Urbana,Menor A Genèrica,3465.0,4192.65,3
PIPER LOGIC SL,B62752019,Serveis,Reparacions de vehicles GUB de propietat,Menor A Genèrica,1400.63,1694.7700000000002,4
"PIROTECNIA IGUAL,S.A.",A08623928,Serveis,Servei realització focs d’artifici FM Poblenou,Menor,7800.0,9438.0,1
PIROTECNIA PABLO SL,B33345752,Subministraments,Castell de Focs de Festa Major Les Corts 2021,Menor,3795.0,4591.95,1
PIXTIN SCP,J65823213,Serveis,Serveis de producció d'actes i festes,Menor A Genèrica,800.0,968.0,1
PJS IMPRESSIONS SL,B67544965,Subministraments,Material tècnic no homologat,Menor A Genèrica,5735.0,6939.35,2
PLANICER SL,B58075946,Obres,Obres reforma tancament accés mercat Fort Pienc,Menor,39730.0,48073.3,1
PLANNING GENERAL DE ESPECTACUL,B59144824,Serveis,Dinamització actes calendari festiu La Marina,Menor,14998.0,18147.58,1
PLATAFORMA CONTRA VIOLÈNCIES G,G63627418,Serveis,"Dones, organització d'actes i activitats",Menor A Genèrica,150.0,150.0,1
PLATAFORMA D'ENTITATS DE ROQUE,V64454309,Serveis,ORIENTACIÓ I ACOMPANYAMENT SOCIOEDUCATIU JOVES,Menor,14998.0,14998.0,1
"PLATO OBERT DE PRODUCCIONS, S.",B64517386,Serveis,Actes puntuals i no recurrents Com. Agenda 2030,Menor A Genèrica,4150.0,5021.5,3
PLAYERS SPORT I GESTIO SL,B61949111,Serveis,Serveis per inauguració del poliesportiu La Sagi,Menor,1080.0,1306.8,1
PLAYGROUND COMUNICACION SL,B64833999,Serveis,PRODUCCIÓ DE PRODUCTES AUDIOVISUALS,Obert,561983.48,680000.01,1
"PLAZA FARMALOGIC, S.L.",B99311219,Subministraments,Submin. mat. operatiu ii tècnic rep. per a la GUB,Menor A Genèrica,2225.2900000000004,2447.82,3
PLUS ARTS ORGANIZACION DE EVEN,B67217877,Serveis,Organització activitat de Nadal La Marina,Menor,850.0,1028.5,1
PMC GRUP 1985 SA,A58093816,Subministraments, Submin.consumibles informàtics no homologats GSP,Menor,14999.0,18148.79,1
POC3 VELODROM D'HORTA S.L. EN,B67470971,Serveis,ACTIVITATS FOMENT PRÀCTICA ESPORTIVA,Menor A Genèrica,1536.41,1859.06,1
PONS SEGURIDAD VIAL SL,B28505592,Serveis,AT desenvolupament actuació motos,Menor,10000.0,12100.0,1
PORCUATRO SCCL,F63544449,Serveis,Despeses de menor quantia relacionades amb festes,Menor A Genèrica,3000.0,3630.0,1
PORTACABOT S.L.,B64692916,Serveis,contractació servei de mediació en zones oci nit,Menor,14950.0,16445.0,1
PORTAL DERECHO S A,A82856667,Privat d'Administració Pública,Subscripcions revistes Gerències i Districtes 2021,Menor A Genèrica,362.0,376.48,1
PORTAVET SA,A25224452,Subministraments,medicaments i zoosanitaris pel CAACB,Menor A Genèrica,10741.880000000001,12183.18,6
POSTDATA DISSENY I COMUNICACIO,B62279856,Serveis,Campanya Comunicació Interna Capitalitat Sostenibl,Menor,11000.0,13310.0,1
"PRACTIC AUDIOVISUALS, SCCL",F04982369,Serveis,ACTES PUNTUALS,Menor A Genèrica,1730.0,2093.3,1
"PRALIBEL, S.A.",A78899929,Serveis,Estudi i proposta il·luminació Saló Cent,Menor,4850.0,5868.5,1
PRC INGENIERÍA INDUTRIAL SL,B66395138,Obres,DF+CSS modificació ACS Guardia Urbana,Menor,4500.0,5445.0,1
PRESSING IMPRESSIO DIGITAL SA,A61275202,Serveis,Impressió de material promoció comerç,Menor,14900.0,18029.0,1
PREVENTIVA SERVICIOS Y CONTROL,B62704531,Serveis,Control d'accessos esdeveniments i activitats,Obert,99254.0,120097.34,1
PRICEWATERHOUSECOOPERS AUDITOR,B79031290,Serveis,Verificació/Inspecció ajuts ReActivem Barcelona,Menor,14500.0,17545.0,1
"PRIMER PUNT 2015, SL",B66477282,Serveis,ASSESSORAMENT EN LES LÍNIES CULTURALS A NOU BARRIS,Menor,1800.0,2178.0,1
"PRIMER SEGONA PUBLICITAT, SL",B08720302,Subministraments,medicaments i zoosanitaris pel CAACB,Menor A Genèrica,1545.0,1869.45,1
PRIORI ADVOCATS SCCLP,F67219279,Serveis,Assessorament Tècnic en Contractació,Menor,14000.0,16940.0,1
PRISMA GABINET TOPOGRÀFIC SL,B58561366,Serveis,AIXECAMENT TOPOGRAFIC PL. CONSELL DE LA VILA,Menor,470.0,568.7,1
PRO. LES COMES SPECIAL EVENTS,B66437088,Serveis,Curs de recuperació de vehicles per l'SPEIS,Menor,1100.0,1331.0,1
PROBIAN ANIMAL HEALTH SL,B66468810,Subministraments,Instrumental clínic per serveis de veterinaria,Menor,9185.28,11114.19,1
"PROCOM RETAIL, SOCIEDAD LIMITA",B67020834,Serveis,Estudi i anàlisi del mercat de pagès a Vallcarca,Menor,14530.0,17581.3,1
PRODECA BARCELONA SL,B61751095,Serveis,Dictamen pericial passadís Fabra i Coats.,Menor,9900.0,11979.0,1
PRODIGIOSO VOLCAN SL,B86080611,Serveis,Assessorament Comunicació Clara,Obert simplificat,40354.31,48828.71,1
PRODUCCIONES  MIC   S.L,B24301871,Serveis,Disseny i maquetació informes anuals Agenda 2030,Obert simplificat,12980.0,15705.8,1
PRODUCCIONES MUSICALES SIN GLU,B94180940,Serveis,ACTIVITATS CULTURALS CICLE DE CLÀSSICA,Menor A Genèrica,300.0,363.0,1
PRODUCCIONES PLANETA IMPRO SLU,B65708661,Serveis,ACTIVITATS PUNTUALS ÀMBIT PERSONES DISCAPACITAT,Menor A Genèrica,900.0,1089.0,1
PRODUCTES INDUSTRIALS DE SANEJ,B61134607,Subministraments,Subministrament material tècnic,Menor A Genèrica,1071.0,1071.0,4
"PRODUCTOS ELECTRICOS,S.L.(PROD",B08423246,Subministraments,Material divers manteniment edificis Can Batlló,Menor A Genèrica,2778.7700000000004,3362.31,4
PRODUCTOS RALPE SL,B08664492,Subministraments,Compra materials de pintura pels plans d’ocupació,Menor,6578.15,7959.56,1
"PROFEI, SL",B60035490,Serveis,lloguer espai,Menor,1149.14,1390.46,1
PROFESSIONAL SOFTWARE SA,A78417839,Privat d'Administració Pública,Subscripcions revistes corporatives (2) 2021,Menor A Genèrica,120.0,124.8,1
PROGESS PROJEC.GESTIO SERVEIS,B59960526,Serveis, Programa Dones Les Corts juny-octubre 2021,Menor,8502.9,10288.51,1
PROGETIC PROJECTES SOSTENIBLES,B66447426,Serveis,"Direcció obra instal·lacions, SS i CQ Emergències",Menor,14985.0,18131.85,1
PROJ. SOCIOAMBIENTALS ENTORNA3,B66923384,Serveis,Anàlisi i estandarització de dades,Menor,12774.21,15456.79,1
PROJECTES ENG. URBANISME PAYA&,B64925977,Serveis,REDACCIÓ DE PROJECTE GUINGUETA AL PARC DE LA PEGAS,Menor,6500.0,7865.0,1
PROJECTES I MANTENIMENTS ECOVE,B62289327,Obres, Obres de protecció de l’alzina del c/Encarnació,Menor,30358.18,36733.4,1
PROJECT-TRES ESTRATEGIAS CORP.,B65032534,Serveis,Assistència Tecnica ISO 14001 d'Ecologia Urbana,Obert simplificat,8000.0,9680.0,1
PROMO ASSESSORS CONSULTORS,A58706045,Serveis,Estudi econòmic Llars compartides,Menor,14950.0,18089.5,1
"PROMOBAOBAB, S.L.",B63590293,Subministraments,Compra material tècnic Direcció de Protocol,Menor A Genèrica,1993.0,2411.53,1
PROMOCIONES DIVERTIDAS SL,B65320129,Serveis,Campanya promoció i marxandatge comerç Onze Setemb,Menor,2066.09,2499.97,1
PROMOTORA DE SERVICIOS Y REGAL,B08986408,Serveis,DESPESES DE MENOR QUANTIA PER A ACTES PUNTUALS,Menor A Genèrica,162.5,196.63,1
PROMOTORA TAKENON SL,B63904254,Obres,Obra civil millora actuacions de mobilitat ciutat,Obert simplificat abreujat,79994.99,96793.94,1
PROSEGUR ESPAÑA SL,B86657640,Serveis,"SERVEI DE RECOLLIDA, RECOMPTE I INGRÉS L’EFECTIU",Menor,1652.89,2000.0,1
"PROSEÑAL, S.L.",B59720987,Obres,IES Fort Pius,Obert simplificat,38373.6,46432.06,1
PROTECCION DE PATRIMONIOS SA,A61486981,Serveis,Servei de seguretat nocturn i festiu c/tàpies 4,Obert simplificat,74427.84,90057.69,1
"PROTERVITAS CONSULTING, SL",B62864616,Serveis,Creació Plecs Quadre comandament,Menor,13920.0,16843.2,1
PROVIVIENDA,G79408696,Serveis,Acolliment lot 3 provivienda abril 2021,Basat en Acord Marc,6384.0,6384.0,1
"PROY.SERV.INTEG. INSTAL. 3000,",B66080623,Serveis,Serveis realitzacio connexions elèctriques secund.,Obert simplificat abreujat,14800.0,17908.0,1
"PUBLI BARCELONA, S.L.",B58743022,Serveis,Despeses actes puntuals de promoció econòmica,Menor A Genèrica,4564.0,5522.44,2
PUBLICACIONES PROFESIONALES SL,B85164523,Privat d'Administració Pública,Subscripcions revistes Gerències i Districtes 2021,Menor A Genèrica,759.62,790.0,1
"PUBLICIDAD JR BARCELONA, S.L.",B66627571,Subministraments,subm equips i material extinció i salvament SPEIS,Menor A Genèrica,209.0,252.89,2
PUBLICOLOR SA,A58376971,Serveis,Producció d'articles de promoció,Menor A Genèrica,1185.0,1433.85,1
PUBLIREM SL,B59921627,Subministraments,Compra material tècnic Direcció de Protocol,Menor A Genèrica,574.9,695.63,1
PUBLISERVEI SL,B59127431,Serveis,ACTES PUNTUALS,Menor A Genèrica,1814.5,2195.55,6
PUBLIVALLES SERVEIS PUBLICITAR,B62608237,Serveis,GESTIÓ D'OBJECTES DPT COMUNICACIÓ,Menor A Genèrica,300.0,363.0,2
PUBLI-VIP IMATGE I COMUNICACIO,J65990244,Serveis,SENYALITZACIÓ EQUIPAMENTS NOU BARRIS 2021,Menor,4100.0,4961.0,1
PUÇA ESPECTACLES SL,B63715767,Serveis,Activitats per a joves a Ciutat Vella,Menor,13300.0,16093.0,1
PULSO EDICIONES SL,B08621476,Serveis,"Sistematització, integració i intro. de continguts",Menor,14914.0,18045.94,1
PUNT INFORMÀTIC I CREATIU SL,B64161250,Subministraments,Adquisició 160 adaptadors USB-A a USB-C,Menor,952.0,1151.92,1
Q STUDIO MANAGEMENT CONST.29 S,B67094912,Serveis,Redacció auditoria tècn. projecte LED Nou Sardenya,Menor,1850.0,2238.5,1
Q14 SERVEIS D'ARQUITECTURA SLP,B64995012,Serveis,Anàlisi de sis supòsits de rehabilitació i remunta,Menor,14995.0,18143.95,1
Q-ESTUDI 29 ASSESSORAMENT TECN,B64404494,Serveis,A.T. per cobrir necessitats Dept. Logística GEU,Obert,247674.49,299686.14,1
"QIUJIN IMPORT EXPORT, SL",B55306393,Subministraments,Subministrament de banderes del Poble Gitano,Menor,2145.0,2595.45,1
Q-MATIC AB,N0304389J,Subministraments,Adquisició 7 llicències Orchestra per la OIT,Menor,4763.99,4763.99,1
QSL SERVEIS CULTURALS S.L.,B60641925,CONCESSIONS DE SERVEIS,Gestió i explotació del Centre Cívic Sarrià,Restringit,552672.0,552672.0,1
QUATRE POTES GOS I GAT,B66869041,Serveis,allotjaments urgents animals 2021,Menor A Genèrica,2995.87,3625.0,1
QUEPO SCCL,F67133058,Serveis,Xarxa de comunicació comunitària al Raval,Menor,8149.44,9860.82,1
"QUERALT SUAU, SL",B05455944,Serveis,Redacció avantprojecte àrea jocs inf. pl Revolució,Menor,3850.0,4658.5,1
QUESONI SERV. INTEGR. ESPECTAC,F66683228,Privat d'Administració Pública,ACTIVITATS DE CIRC A NOU BARRIS,Menor,6000.0,7260.0,1
QUIMIC CLUB RUGBY,G62868799,Serveis,ACTIVITATS FOMENT PRÀCTICA ESPORTIVA,Menor A Genèrica,500.0,500.0,1
QUIN TEAM SLU,B62181409,Serveis,Actualització continuada i manteniment de totes le,Obert,39000.0,47190.0,1
QUIRON PREVENCION SL,B64076482,Serveis,Actuacions de Vigilància de la Salut COVID-19,Menor,14310.0,14310.0,1
"QUODLIBET, SL",B64277817,Subministraments,Subministrament i fabricació maqueta Macosa,Menor,13500.0,16335.0,1
QUORUM CONSULTORS DE PARTICIPA,B64785611,Serveis,Despeses d'actes i esdeveniments de Participació,Menor A Genèrica,1520.0,1839.2,1
QWERTY S.C.C.L.,F62775689,Serveis,Coordinació programació 14a Festa de la Ciència,Menor,13999.0,16938.79,1
"R ESPINAR, SL",B58468992,Subministraments,Petit Mant i reparacions CAACB i colonies,Menor A Genèrica,917.0,1109.57,1
RADIANSA CONSULTING SL,B55008056,Subministraments,Compra mesurador camps electromagnètics,Menor,501.24,606.5,1
RADIO CLUB QUIXOTS INTERNACION,G58271123,Serveis,ACTIVIT PUNTUALS ESDEVENIMENTS PROMOCIÓ ECONÒMICA,Menor A Genèrica,600.0,726.0,1
RAFAS SERVICIOS INMOBILIARIOS,B01844471,Serveis,Serveis Tècnics-Producció Concert Auditori AXA FM,Menor,653.0,790.13,1
RAIG SA,A08015117,Subministraments,subm equips i material extinció i salvament SPEIS,Menor A Genèrica,332.06,401.78999999999996,2
RAONA ENGINYERS SL,B62996608,Serveis,Ampliació Informe indicadors bàsics d’acció social,Menor,14750.0,17847.5,1
RAONS PUBLIQUES S.C.C.L.,F66462888,Serveis,Avaluació executiva programa Protegim Escoles,Menor,11400.0,13794.0,1
"RAZOOM21, S.L.",B66605379,Serveis,CALCUL AFORAMENTS OCUPACIO 13 EDIF ADSCRITS DTE-05,Menor,12792.5,15478.93,1
"RDP & ASOCIADOS, S.L.",B63031462,Serveis,Assistència procediments sancionadors,Menor,14999.99,18149.99,1
RE REUS TGN,B55695662,Serveis,Validació de programes de conservació de RGG,Menor,14992.0,18140.32,1
REALIZACIONES PUBLICITARIAS GA,B82987819,Subministraments,Subministrament d'elements publicitaris i producci,Menor,12749.99,15427.49,1
REALSER HOMES SL,B16713364,Subministraments,"SUBMIN. I COL. DE MOBILIARI I ALARMA CLARIANA, 22",Menor,9975.98,12070.94,1
REBOBINART S.L.,B66748252,Obres,ADEQUACIO I MILLORA MUR PL. D'EN XANDRI,Menor,39700.0,48037.0,1
RECERCA I DECREIXEMENT,G65223240,Serveis,Reunions i conferències organitzades per EU,Menor A Genèrica,150.0,181.5,1
RECERCA I DESENVOLUPAMENT EMPR,B60261815,Serveis,Derivat AM - Serveis postals GCECiC - Lot 2,Basat en Acord Marc,165.29,200.0,1
RECOR DOCUMENTACIO SL,B66306358,Serveis,Transport i mudança de mobiliari i equipament,Menor,13248.5,16030.69,1
"RECORDAR BARCELONA, SL",B66492844,Serveis,Organització i atencions protocol·làries,Menor A Genèrica,295.0,356.95,1
RE-CREA ACCIONS CULTURALS S.L,B61566279,Serveis,Viu Montjuïc Recrea,Menor,7870.0,9522.7,1
RECURSOS D'ANIMACIO INTERCULTU,G60303054,Serveis,Salut mental a través de l’art,Menor,9472.0,11461.12,1
RED GREEN BLUE AUDIOVISUAL SL,B65188914,Serveis,Manteniment Xarxa i Telecomunicacions,Menor,44799.0,54206.79,3
"REDICTEL INSTALACIONES, SL",B61813473,Serveis,Assistència tècnica-manten. equip.telf. Dte Gràcia,Menor,4900.0,5929.0,1
"RED-NESS,S.L.",B60591211,Subministraments,Compra de material esportiu per a persones grans,Menor,840.05,1016.46,1
"REFLEXES, S.C.C.L.",F66351693,Serveis,Dinamització activitats GT Acompanyament Educatiu,Menor,14300.0,14300.0,1
REFORMAS LUAGA SLU,B62383252,Serveis,Instal·lar llums Nadal zona Call i c. Ginebra,Menor,2800.0,3388.0,1
"REHAB EUROPA, SL",B63090393,Subministraments,Adquisició alcohol 96º i 70º format 1 l.,Menor,14962.5,14962.5,1
"REHATEC FAÇANES, SA",A62782347,Obres,OBRA RESTAURACIÓ FAÇANA SEU DTE LES CORTS,Obert simplificat,40044.49,48453.83,1
REITER SYSTEMS SA,A58473323,Subministraments,Subministrament i col. envans Casal G.G. Penitents,Menor,9487.0,11479.27,1
RELLEU CULTURAL S.L.,B66987769,Serveis,DINAMITZACIO I ORGANITZACIO PROJECTE EIX JOVE,Obert,128697.37,141567.11,1
RENTA GRUPO EDITORIAL SA,A35577873,Privat d'Administració Pública,Subscripcions revistes Gerències i Districtes 2021,Menor A Genèrica,730.76,760.0,2
RENTOKIL INITIAL ESPAÑA SA,A28767671,Serveis,Serveis plaga formigues mòdul Verneda,Menor,255.85,309.58,1
"REPRO SANTS, S.L.",B59999425,Serveis,Servei copisteria Districte Sants-Montjuïc,Menor,991.74,1200.01,1
"REPROGRAFIA INDUST. CATALUNYA,",B58430380,Serveis,Manteniment repara. equips i altres béns sing.,Menor A Genèrica,1184.0,1432.64,1
"REPROMATIC, SL",B58276239,Serveis,Despeses derivades de producció de la Biennal,Menor A Genèrica,105.0,127.05,1
"REPROPAP, S.L.",B66456120,Serveis,Servei còpies i enquadernació 4t trim'21 Dte Gràci,Menor,826.45,1000.0,1
REPSOL COMERCIAL PRODUCTOS PET,A80298839,Subministraments,Subm. carburants per a embarcacions GUB i SPEIS,Negociat sense publicitat,24793.38,29999.99,1
REPUTATION AND STRATEGY CONSUL,B67605113,Serveis,organització forum de millora posicionament BCN,Menor,14950.0,18089.5,1
RESTAURANTS SINGULARS ANG SL,B64552805,Serveis,Atencions protocol•làries per la Gerència Recursos,Menor A Genèrica,314.21,345.63,3
"RETEVISION I, S.A.",A62275680,Serveis,Supervisió funcionament dispatxer RESCAT,Menor,2050.11,2480.63,1
REVISTA SOBERANIA ALIMENTARIA,G65692519,Privat d'Administració Pública,Subscripcions revistes corporatives (2) 2021,Menor A Genèrica,437.45,454.95,1
RHYTHM AND FLOW SL,B67345165,Serveis,Concert musical per la Festa Major de Baró Viver,Menor,578.51,700.0,1
"RIBES PAGES, S.L.",B61248225,Serveis,Atencions protocol•làries per la Gerència Recursos,Menor A Genèrica,303.53,339.28,1
RICOH ESPAÑA SLU,B82080177,Serveis,Còpies i manteniment fotocopiadores RICOH,Menor,826.45,1000.0,1
RIDEL VILASECA SL,B58276163,Serveis,Servei gestoria tràmits matriculació vehicles GUB,Menor,4999.99,6049.99,1
ROCA JUNYENT S.L.P.,B60985421,Serveis,Serveis Jurídics,Menor,10500.0,12705.0,1
ROGASA CONSTRUCCIONES Y CONTRA,A58425760,Obres,"Obres asfaltat c/ Nou Barris, Bellprat i Balenya",Obert simplificat,74781.69,90485.85,1
ROGER ESTELLER FULL COURT SLU,B01554542,Serveis,Despeses actes puntuals i no recurrents,Menor A Genèrica,1000.0,1210.0,1
"ROPEACCESS, SL",B63134597,Obres,Instal sistemes anticaiguda Lleialtat Santsenca,Menor,24669.18,29849.71,1
"ROSA VALLS FORMACIO, S.L.",B62895826,Subministraments,Ornamentació floral per a Actes Institucionals,Menor,14930.0,16423.0,1
ROSELAND MUSICAL SL,B58450339,Serveis,Encesa Llums Nadal Les Corts 2021,Menor,10629.7,12861.94,1
"ROSENBAUER ESPAÑOLA, S.A.",A28859833,Subministraments,Subm.vehicle rescat i extinció en alçada SPEIS,Obert,635950.0,769499.5,1
ROTAGRAMA SL,B61790663,Serveis,IMPRESSIÓ CEDULES TERRASSES ERRONIES,Menor,195.3,236.31,1
ROVIJ ASOCIADOS SL,B59200550,Subministraments,SUBM.I INSTAL.VESTIDORS TENNIS MERIDIANA,Menor,14800.0,17908.0,1
ROVIRA-BELETA ACCESIBILIDAD SL,B65000275,Serveis,ASSISTENCIA TECNICA PER ACCESSIBILITAT ESPAI JOVE,Menor,4800.0,5808.0,1
ROYAL CANIN IBERICA SA,A28244481,Subministraments,medicaments i zoosanitaris pel CAACB,Menor A Genèrica,5369.38,5906.330000000001,11
RUN EXTRABOLD SL,B64039548,Serveis,DISSENY LLIBRE ÀLBUM JOAQUIM MOLAS,Menor,7400.0,8954.0,1
"S.B. AMBIAUDIT, SL",B60626884,Serveis,Manteniment i reparació altres béns singulars,Menor A Genèrica,840.0,1016.4,1
S.E. CATEDRAL BASILICA DE BARC,R0800045G,Serveis,Despeses menor quantia,Menor A Genèrica,36.55,44.23,1
SA KONICA MINOLTA BUSINESS SOL,A81069197,Subministraments,Petit Mant i reparacions CAACB i colonies,Menor A Genèrica,1107.46,1340.03,8
SABICO SEGURIDAD SA,A20202487,Obres,Instal·lació central incendis c/ València,Menor,26429.2,31979.33,1
SABORIT INTERNATIONAL SL,B78311941,Serveis,Serv.Rep.Mat. i revisions i informes oficials GSP,Menor A Genèrica,2124.0,2570.07,10
"SACYR FACILITIES, S.A.",A83709873,Subministraments,Petit Mant i reparacions CAACB i colonies,Menor A Genèrica,1761.8600000000001,2131.8500000000004,2
"SAEZ DECOM, SL",B64087505,Serveis,Producció d'articles de promoció,Menor A Genèrica,5340.0,6461.4,2
SAFABUGADES S.L,B65605636,Serveis,Bugaderia i tintoreria per als tèxtils de l'AJT,Menor,6000.0,7260.0,1
"SAFY SEGURIDAD, S.L.",B83565150,Serveis,Superv i garantia funcionament puntals SPCPEIS,Menor,4066.28,4920.2,1
"SAGRES, S.L.",B36028991,Subministraments,Adquisició pantalons curts per a l'SPCPEIS,Menor,3500.1,4235.12,1
SAI ACCESOS Y PRESENCIA SL,B20846481,Obres,Actualització a normativa d'elements de seguretat,Menor,38872.97,47036.29,1
SAIMA SEGURIDAD SA,A80573629,Subministraments,Adquisició de barreres modulars anti-envestida,Menor,14992.0,18140.32,1
"SAKATA INX ESPAÑA, S.A.",A08660482,Subministraments,Material tècnic no homologat,Menor A Genèrica,733.7,887.7799999999999,3
SALESIANS SANT JORDI,R0800885F,Serveis,ACTIVITATS PUNTUALS A LA ZONA NORD,Menor A Genèrica,3161.0699999999997,3161.0699999999997,2
"SALICRU, S.A.",A08435356,Serveis,Manteniment dels SAI del Dte,Menor,1603.9,1940.72,1
SALTA EMPRESA D'INSERCIO SL,B64144355,Serveis,Despeses per atencions protocol·làries,Menor A Genèrica,225.0,247.5,1
SALUT I EDUCACIÓ EMOCIONAL SL,B55693279,Serveis,Formació Integral basada en la Psicología Social i,Menor,10400.0,10400.0,1
SAMART S.A.,A17025883,Serveis,Placas senyalització d'angle mort,Menor,11987.29,14504.62,1
"SANCHOFLOR, S.L.",B61386231,Subministraments,Atencions protocol·laries Dep Recursos Interns,Menor A Genèrica,109.09,120.0,1
"SAND, SL",B83377911,Serveis,Suport tècnic i funcional (formació) Tresoreria,Menor,14720.0,17811.2,1
"SANPAR, MANTENIIENTO Y REPARAC",B64154305,Obres,Obres d'impermeabilització coberta Edif.Masriera,Menor,39728.81,48071.86,1
SANTS-LES CORTS EIX COMERCIAL,G64395973,Serveis,Activitats dinamització Eix comerç Sants-Les Corts,Menor,4995.0,6043.95,1
SAPGRADE S.L.,B01475029,Serveis,Desenvolup. gestió info-proveïdors transparència,Menor,14525.0,17575.25,1
SAPIENS SCCL,F64074982,Privat d'Administració Pública,ENCARREC OBRA I CESSIO DRETS ECOSISTEMA ALIMENTARI,Negociat sense publicitat,31495.0,38108.95,1
SARRIA COPY SL,B61196259,Serveis,Compra de serveis de reprografia,Menor,6611.58,8000.02,2
SAT LAUNDRY PRO 2016 S.L.,B66820945,Subministraments,Petit Mant i reparacions CAACB i colonies,Menor A Genèrica,677.55,819.84,1
SATARA SEGURIDAD S L,B98001282,Subministraments,Subm. complements vestuari policial GUB,Obert simplificat abreujat,59998.5,72598.19,1
SAUTER IBERICA SA,A08252843,Serveis,"Suport tècnic biblio Jaume Fuster, 15 gen - 30 jun",Menor,2250.0,2722.5,1
SAYOS & CARRERA SL,B60900214,Serveis,Direcció d'obra trasllat CGE,Menor,4750.0,5747.5,1
SAYTEL SERVICIOS INFORMATICOS,A61172219,Serveis,Custodia de material  informàtic fins 31/7/2021,Menor,2590.0,3133.9,1
"SCHOLA DIDACTICA ACTIVA, S.L.",B62527221,Serveis,6 rutes teatralitzades i tallers públic familiar,Menor,2470.0,2988.7,1
SCHÜRCH,9328649,Serveis,Reunions i conferències organitzades per EU,Menor A Genèrica,150.0,181.5,1
